,hotel_name,name,overall_rating,overall_review,location_and_surrounding_review,location_and_surrounding_rating,room_review,room_rating,service_review,service_rating,gastronomy_review,gastronomy_rating,sports_and_entertainment_review,sports_and_entertainment_rating,hotel_review,hotel_rating,traveled_as,children,duration,reason_for_travel,age_group,reviews_written
225,Hotel Roomers,Andreas,5.1,"Sehr gutes Hotel mit empfehlenswerter gastronomischer Einrichtung. Das ganze Hotel wirkt etwas düster, ist aber absolut modern eingerichtet. Zimmergröß ist ok, jedoch nicht sonderlich großzügig, aber sehr durchdacht und geschmackvoll eingerichtet. Das Bad ist im Zimmer integriert und nicht gesondert, ausgenommen der Toilette, abgetrennt. Sehr schöner, ruhiger Außenbereich. Parken ist im benachbartem Parkhaus problemlos möglich. Serviceleistung im Restaurant sowie Qualität der Speisen sehr gut.",,4.8,,4.8,,5.5,,5.5,,,,5.0,Paar,Keine Kinder,1-3 Tage im September 2010,Sonstige,19-25,35
226,Hotel Roomers,Susann,6.0,"Luxus-Design-Hotel für junge und junggebliebene Leute, die das Besondere schätzen",sehr zentral in der Innenstadt von Frankfurt am Main,6.0,"design-hotel, sehr moderen, luxeriöse große Zimmer mit allen Annehmlichkeiten",6.0,"freundliches, junges, stylisches Personal",6.0,"Perfektion total; es gibt nichts, was meiner Meinung nach verbessert werden kann
Auswahl, Qualität - alles top!",6.0,,,,,Paar,Keine Kinder,1-3 Tage im Juli 2010,Stadt,26-30,23
227,Hotel Roomers,Anja,5.8,"Extrem cooles Design bei dunklen und samtigen Farben und Hölzern.
Absolut modernes Erscheinungsbild, alles noch sehr sehr NEU!",Absolut gute und zentrale Lage direkt neben dem Interconti Hotel in Fussnähe zum Bahnhof.,6.0,"Die Zimmer sind perfekt und stylisch,
wunderschön Ton in Ton gehalten mit absolut hochwertigen Materialien,
kann man einfach nicht besser machen!!",6.0,"Der Service war sehr freundlich in Bar und Restaurant,
in dieser Preisklasse (5 Sterne und über 250 EUR im EZ) könnte er ruhig noch etwas aufmerksamer sein.
Am Empfang lief alles sehr gut, sehr freundlich, sehr kompetent
Die Zimmer waren sehr sauber und ansprechen.",5.0,"Sehr schöne Bar und Restaurant, super schöner begrünter Innenhof!",6.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Juni 2010,Arbeit,36-40,4
228,Hotel Roomers,Alexej,5.2,Der Design ich echt gut. Das Frühstück und essen im Restaurant war sehr Gut. Die Preise für Otto Normal Verbraucher einbischen zu teuer. Aber den Geschmack Recht. Und ein Negative Beurteilung hab ich. Die Masseurin hatte an der Rezeption Handtücher bestellt aufs Zimmer und es hat min. 30 min. gedauert bis die gebracht wurden.,,4.8,,4.3,,5.7,,5.8,,5.5,,5.3,Paar,Keine Kinder,1-3 Tage im Mai 2010,Stadt,26-30,4
229,Hotel Roomers,Dora,5.7,"Schon bei den ersten Schritten ins Hotel rein, waren wir total beeindruckt vom eigenwilligen Stil des Hotels. Alles relativ dunkel (Wände,Boden, etc) gehalten. War aber nicht weiter störend da die Atmosphäre trotz dunkler Farben, einladen und beruhigend wirkt.
Check-In war freundlich, fix und kompetent. Das Glas Champagner gab's auch gleich mit dazu.","Lage und Umgebung sind optimal. Hauptbahnhof ist 300m vom Hotel entfernt. Hotel liegt nicht im Rotlichtviertel.
Da wir mit dem Auto angereist sind, mussten wir das Hoteleigene Parkhaus für 20€ / Nacht benutzen. Ein etwas stolzer Preis aber wohl so üblich für Frankfurt.",6.0,"Zimmer 202 war sehr sauber, schön und verfügte über alles was Man(n) / Frau so braucht. Wieder alles relativ dunkel aber bis ins kleinste Detail schön hergerichtet oder integriert. Das Bad ist standard. Kleinere Badewanne, Designer WC (?), Waschbecken mit Spiegel.
Erstaunt hat mich die Tatsache, dass das Roomers einer der wenigen *****Hotels ist, welches neben den Duschhauben (2x!) an Haargummis gedacht hat. Als Frau mit langen Haaren bin ich super dankbar, dass hier jemand mitgedacht hat.
Das Bett war super! Neu und noch nicht durchgelegen. Die Kissen (1x weich & 1x hart) waren super bequem.
Punkteabzug: Das 2 in 1 Shampoo war die reinste Katastrophe! Resultat = Struppiges Haar und kaum zu bändigen. Hier ist echt Handlungsbedarf.",5.0,"Das Personal war sehr freundlich und hilfsbereit.
Kleiner Punkteabzug: unser TV im Zimmer funktionierte nicht. Erst nach mehrmaligem Nachfragen, kam Hilfe.
Die Dame beim Spa-Empfang war super nett und lieb. Hat uns alles erklärt und gezeigt.",5.0,"Da wir soviel Zeit im Spa vertrödelt haben, entschlossen wir uns im Hoteleigenen Restaurant zu dinieren. Bis 24h gibts da warme Köstlichkeiten aus der Küche. Kräutersalat mit Schafskäse und Blütenhonig war GÖTTLICH! Auch die anderen Speisen waren ein Traum. Das Personal war super freundlich und geduldig. Auch nach 24h war das Dessert kein Problem. Wirklich grosses Kompliment. In manch anderen Hotels wären nach Feierabend Motivation und Freundlichkeit verschwunden.",6.0,"Spa ist schön und einladend. Super Sicht auf Skyline. Sprudelbad mit Licht und Glasfront, Sauna, Dampfbad, Massageliegen zum selber bedienen und Glassteinchen gefüllte Bäder zum entspannen.
Wir waren nach 5 Stunden fix und fertig aber glücklich und entspannt.",6.0,,,Paar,Keine Kinder,1-3 Tage im Mai 2010,Stadt,26-30,2
230,Hotel Roomers,Norbert.,5.2,"Ein unmissverständliches Design, welches einzigartig, aber auch mutig ist.So begegnet uns das Innere dieses von Aussen gänzlich unauffälligen Hauses.
Wir waren beeindruckt. Das Zimmer zwar nicht übergross, jedoch mit allem, was es braucht und eben sehr elegant.Besonders toll das Bett und der hinter einer Glasplatte edel eingefasste TV Bildschirm.
Das Restaurant ist, für ein Luxushotel typisch, recht teuer, jedoch sehr gut. Die Bedienung wohltuend zurückhaltend.Der Arabische Salat ist zu empfehlen.
Das Spa im obersten Stockwerk ist perfekt und äusserst angenehm eingerichtet, weshalb wir gleich 5 Stunden am Stück dort verbrachten.
Es ist keine Ueberraschung, dass das Roomers auf dem Weg zu einer Muss Destination in Frankfurt ist. Wir werden wieder kommen.",,5.0,,5.0,,4.7,,6.0,,5.0,,5.5,Paar,Keine Kinder,1-3 Tage im April 2010,Arbeit,36-40,2
231,Hotel Roomers,Anton,5.7,"Der Style des Hotels hat uns sehr angesprochen und ist wirklich selten zu finden.
Weder am Service, noch an der Sauberkeit haben wir etwas zu bemängeln. Das Frühstücksbüffet ist hervorragend - erstklassige Ware und Auswahl.
Einzig die Lichtmöglichkeiten im Zimmer sind gewöhnungsbedürftig.
Das Roomers ist für uns in Frankfurt erste Wahl und bietet sich aufgrund der geringen Nähe zum Hauptbahnhof auch als Übernachtungsmöglichkeit vor einem Flug an.",,5.0,,5.3,,6.0,,6.0,,,,6.0,Paar,Keine Kinder,1-3 Tage im April 2010,Stadt,51-55,13
232,Hotel Roomers,Carsten,3.9,"Hoteleingang gleicht eher einer Disko. Abends wirkt das alles ja noch sehr ansprechend mit toller Bar und vor allem erstklassigen restaurant. Die Zimmer sind mir persönlich zu stylish und vor allem zu Dunkel. Morgens in einem dunklen raum im bad zu stehen ist eher nicht mein Ding.
Das Zimmer wurde trotz dreifacher Bitte erst am Mittag gesäubert, ob wohl ich schon um 0800 nicht anwesend war.
Wlan ging erst nach 24 Std und war super langsam. Der Umgang mit der Reklamation eine Farce. Bei einem Preis von über 300 Euro völlig unpassend.

Fazit lieber zum Essen oder an die Bar dorthin gehen und übernachten nur im Notfall",,4.5,,3.0,,2.3,,5.8,,3.5,,4.5,Alleinreisend,Keine Kinder,1-3 Tage im Januar 2010,Arbeit,41-45,2
233,Hotel Roomers,Jennifer,5.0,Ich stehe total auf Designhotels und dieses hat eine ganz besondere Athmosphäre. Sexy und geheimnisvoll doch gleichzeitig auch romantisch. Zum Abtauchen und Abschalten.,Die Lage war für uns perfekt. Wir waren mit den öffentlichen Verkehrsmitteln angereist und haben maximal 10 Minuten zu all unseren Reisezielen benötigt. Vom Bahnhof aus sind es 3 Gehminuten. U-Bahnhaltestelle gleich um die Ecke.,6.0,"Die Zimmer waren groß genug mit einer witzigen Aufteilung und einer verschiebbaren Trennwand zwischen Waschbecken und Bett. Allerdings ist es stets dunkel im Zimmer. Das Bett war das tollste Bett in dem ich bisher geschlafen habe. Die Decken und die Bettwäsche war super angenehm! Was mich selbst ein wenig gestört hat war die nicht komplett geschlossene Toilette. Diese war mit dunklen halbtransparenten Glaswänden zu einem eigenen Raum abgetrennt und mit einer Tür zu schließen, doch es blieb ein Spalt über und ich persönlich mag es doch ruhig und separat. Auf der Toilette wäre ich doch eher nur für mich. Aber das ist Geschmackssache. Den Duschkopf musste man während des Duschens selbst halen und konnte ihn nicht 'aufhängen'. Die Minibar war für unseren Geschmack genügend gefüllt.",5.0,"Das Personal war unerwartet schlecht und für den hohen Preis also ''eher schlecht''.
Ich hatte mir das Promovideo des Roomers auf der Website angeschaut und dort wurde ausführlich erwähnt, dass das tollste Design nichts bringt, wenn es beim Personal nicht stimmt. Und da stimme ich zu. Wir wurden bei der Ankunft kurz begrüßt und bekamen einen Welcome Drink, doch das war es auch schon. Keine Begleitung zum Zimmer. Auch auf die Nachfrage hin, was die öffentlichen Verkehrsmittel anbelangt (schließlich waren wir Ortsfremd) erhielten wir keine hilfreichen Tipps... Die Dame kannte sich offensichtlich nicht gut genug aus.

Wir nahmen am Neujahrsmorgen das Langschläfer Frühstück in Anspruch und waren doch sehr enttäuscht! Zahlt man hierfür doch 30 (!) Euro pro Person. Das Essen an sich war lecker und üppig (knusprige Brötchen leckeres Obst). Doch die Service Damen waren unaufmerksam und sehr gut im Wegschauen. Am Tisch neben uns stapelten sich die Teller während des gesamten Aufenthaltes. Unsere Latte Macchiato wurde erst nach einer halben Stunde aufgenommen und dann an der Theke vergessen. Nach Auffoderung wollten Sie die Latte (bereits kalt) einfach nur mit neuem Schaum auffüllen. Nachdem wir das nicht akzeptierten wurden uns neue gemacht. Allerdings waren wir dann auch bald schon fertig mit dem Frühstück... Beinahe hätten Sie auch noch vergessen unsere Zimmernummer zu notieren. (Wir haben sie selbst darauf aufmerksam gemacht).

Beim Abschied war ein sehr freundlicher junger Mann (Jens) dem wir dann auch unsere konstruktive Kritik mitteilten und dieser auch freundlich und verständnisvoll darauf reagierte. Den schlechten Service wollte er allerdings mit dem Neujahrsmorgen in Verbindung bringen, da sei viel los... Für uns ist das allerdings keine Entschuldigung zumal es dort wirklich moderat gefüllt war und eigentlich genügend Personal.",3.0,Wir haben nur das Frühstück gestestet und das war an sich sehr lecker. Schön hergerichtet und ein toller Speisesaal/Raum. Mein Ei (auf Bestellung) war perfekt weichgekocht. Trotzdem entsprach es insgesamt nicht den 30 Euro.,4.0,"Der Fitnessbereich ist bestens ausgestattet, vielleicht etwas gedrängt, da Platzmangel. Vom Spabereich war ich begeistert! Wirklich schön gemacht und wir konnten toll entspannen.
Schlecht war allerdings, dass es keine Möglichkeiten gab, den Bademantel oder Handtücher irgendwo aufzuhängen...also legten wir diese ordentlich Abseits auf den Boden. Unsere Bademäntel wurden dann aber vom Personal zur Wäsche mitgenommen und leider befand sich unsere Zimmerkarte und der Spintschlüssel noch darin. Kurze Aufregung kam auf.",6.0,,,Paar,Keine Kinder,1-3 Tage im Dezember 2009,Stadt,19-25,3
234,Hotel Roomers,Bettina,3.3,"Das Hotel hat ein ganz eigenes Architekturkonzept, viel schwarz, Beleuchtung eher dunkel. Für ein romantisches Wochenende vielleicht geeignet, für Geschäftsreisende unbrauchbar.","In der Nähe des Bahnhofs, verkehrstechnisch gut angebunden.",4.0,"Große Zimmer mit eigenwilliger Raumaufteilung. Da ich eine nicht schallisolierte Verbindungstür zum Nebenzimmer hatte, konnte ich jedes Geräusch von nebenan hören.",3.0,"Selten so schlecht erlebt. Auf ein daunenfreies Kissen habe ich von 22.-1.00 gewartet, 4 mal angerufen. Service beim Frühstück eine Katastrophe. Scheint sich keiner verantwortlich zu fühlen.",2.0,"Frühstück gut, aber vollkommen überteuert im Vergleich der Hotels dieser Art und Kategorie.",3.0,"Spabereich sehenswert, modern, auch wieder sehr dunkel.",5.0,,,Alleinreisend,Keine Kinder,1-3 Tage im November 2009,Arbeit,46-50,10
235,Hotel Roomers,Barbara,4.3,"Das Roomers ist ein elegantes neues Designhotel und wurde 2009 eröffnet. Die Einrichtung ist sehr besonders - dunkel, sinnlich, geheimnisvoll. Jedes Detail stimmt, alles ist hochwertig, aufwändig und trendy. Der Stil wird nicht jedermann gefallen - uns war er zu schwülstig, zu barock - aber interessant ist er auf jeden Fall und konsequent umgesetzt im ganzen Haus. Das Roomers ist kein kühles, minimalistisches Designhotel, sondern eher warm, gemütlich, üppig.
Das Hotel bietet 117 Gästezimmer (verschiedene Kategorien). Für Familien mit Kindern ist das Hotel eher ungeeignet, Paare werden sich hier besonders wohlfühlen.
Das Hotel würde von mir die Höchstnote bekommen, wären nicht diverse Servicemängel (s.u.).","Das Hotel liegt zentral im wenig schönen Bahnhofsviertel.
Nur wenige Gehminuten sind es zum Bahnhof oder über den Main zum Städelmuseum.
Einige Restaurants sind in der Nähe des Hotels.",4.0,"Alle Zimmer sind in den Farben schwarz, grau und lila designt. Die Holzfußböden sind edel. Die Beleuchtung läßt sich dimmen, wird aber nie wirklich hell.
Wir hatten ein Nichtraucher-Standard-Doppelzimmer bei HRS bestellt, bekommen haben wir ein Raucherzimmer ohne ein Wort der Erklärung beim Empfang. Davon mal abgesehen, gefiel uns das Zimmer gut. Die Möbel waren elegant, hochwertig und komfortabel. Alles war perfekt aufeinander abgestimmt und bekam durch eine sinnliche Fotowand das gewisse Etwas. Neben dem üblichen Minibar-Angebot fanden wir auch erotisches Spielzeug - eine nette Idee! Das Doppelbett (eine durchgehende Matratze) war groß und bequem, die edle Bettwäsche (weiß) sehr angenehm. Auf den Kissen lagen Glückskekse mit erotischen Sprüchen, nein, für Kinder ist dieses Hotel wirklich nicht gedacht.
Natürlich gab es einen Safe und das TV-Gerät ist vom Feinsten. Auf dem großen Schreibtisch fand ich weder Briefpapier, noch ein Hotelprospekt. Zum Anschauen lag ein dicker Bildband über Designhotels bereit. Sitzgelegenheiten waren ein Sessel (leider nur einer) und eine plüschige Sitzbank. Für nur eine Übernachtung war das Zimmer ausreichend groß.
Der Waschbereich war zum Raum hin offen. Sehr stylisch, aber total unpraktisch waren das schwarze Marmorwaschbecken auf einem schwarzen Glastisch(häßliche Flecken nach nur einmal Händewaschen). Übrigens war auch die Seife schwarz und Badezusätze gab es in schwarzen Gefäßen. Ablageflächen waren reichlich vorhanden. Weiße Hand- und Badetücher und Bademäntel (alles flauschig)lagen bereit. Merkwürdigerweise gab es schwarze Flip-Flops nur für eine Person. Groß und sehr schick war die Dusche (tolle Regendusche, Duschkappe lag dabei, großer Spiegel), die aber leider schon Fehler im Boden hatte. In einem extra Raum befand sich die ebenfalls besonders schön designte Toilette. Von der Toilette aus sah man in den Eingangsbereich und leider sahen wir da eine völlig verstaubte Scheuerleiste und einen fleckigen Fußboden. Überhaupt schien die Sauberkeit ein Problem, das vor allem wohl die dunkle Einrichtung mit sich bringt. Die Reinigung ist sicher sehr aufwendig und dafür fehlt wohl die Zeit. Der Vergrößerungsspiegel, der sich in einer Tasche auf dem Badregal befindet (unpraktisch) war leider auch nicht sauber. Die Fenster zur viel befahrenen Straße ließen keinen Lärm in unser Zimmer im 5.Stock. Wir konnten bei angenehmen Temperaturen (Klimaanlage) wunderbar schlafen.",5.0,"Das Hotelkonzept ist toll, es wird viel geboten, allerdings nicht immer. Wir hatten das Hotel vor allem wegen des Spa-Bereiches und wegen der angeblich guten Küche gebucht. Leider konnten wir letztere nicht genießen, das Restaurant war wegen einer geschlossenen Veranstaltung geschlossen(Samstagabend).
Wenn ein Hotel nur über einen Restaurantraum verfügt, dann sollte dieser den Hotelgästen zur Verfügung stehen, finde ich. Richtig ärgerlich war aber, dass nicht nur das Restaurant, sondern auch die Bar und sogar die Lobby am Abend für Hotelgäste nicht zugänglich war. Hotelgäste, die z.B.rauchen wollten (kann man normalerweise in Bar und Lobby), wurden bei Regen auf eine kalte Terrasse geschickt - unglaublich! Aber am schlimmsten war dann eine Restaurantempfehlung einer Rezeptionistin, die uns den ganzen Abend verdarb.Ich habe noch nie so schlecht italienisch gegessen und das dank dieser Dame. Die Angestellten dieses Hotels waren übrigens alle jung, schön (mehr oder weniger), schick, aber leider weder liebenswürdig noch gar herzlich. Cool sein, das scheint die Devise. Einzige Ausnahme war der wirklich ausgesprochen freundliche und charmante Gastgeber Micky R. (Chef), bei all den anderen wirkte die Freundlichkeit antrainiert und spröde. Nein, eine zweite Ausnahme gab es noch, nämlich den netten Barkeeper im Spa-Lounge-Bereich.
Unseren bestellten Parkplatz bekamen wir übrigens auch nicht, was letztlich kein wirkliches Problem war (Herr Rosen war hilfreich). Aber wenn man vom Doorman empfangen wird mit den Worten ""Wir haben keinen Parkplatz für Sie."", wenn dann die Empfangsdame nicht einmal ein herzliches Willkommen wünscht (geschweige denn Informationen zum Zimmer, Frühstück oder Wellness gibt), wenn man weder zum Zimmer begleitet noch das Gepäck gebracht wird, dann kann auch der angebotene Sekt nicht mehr über diese gravierenden Mängel hinweg trösten.",2.0,"Leider konnten wir das Restaurant also nicht testen, sehr schlecht, denn wir wollten nach einem gemütlichen Wellnessabend nicht noch einmal aus dem Haus, zumal Wetter und Umgebung häßlich waren.
Das Frühstücksbüffet war gut, aber nicht überragend - zu wenig Brot- und Brötchensorten, keine warmen Gerichte (eventuell auf Bestellung?), generell wenig Auswahl für ein hochklassiges Hotel. Mir fehlte das Besondere, z.B. Pasteten, Tartes, Obst- und Gemüsesalate. Die angebotenen Speisen waren aber von sehr guter Qualität, besonders gefallen haben mir die Krabbenvariationen. Auch der Kaffee war hervorragend, nur leider gab es den tassenweise von der Bedienung und die war alles andere als aufmerksam. Fünf Leute standen um den Tresen, führten Privatgespräche so laut, dass wir sie verstehen konnten (mußten!), aber niemand kam vorbei, um nach einer zweiten Tasse Kaffee zu fragen. War das Prinzip aus Sparsamkeitsgründen? Wir hatten den Eindruck, dass die Angestellten sich selber feierten und nur notgedrungen nebenbei auch mal die Gäste bedienten. Das war wieder ärgerlich, man fühlte sich einfach nicht willkommen, schade, denn das Restaurant war schön und die elegant eingedeckten Tische wirkten einladend.",4.0,"Der Spa-Bereich - ganz oben im Hotel - wurde vom Bruder Til Schweigers konzipiert und ist für uns das Highlight des Hotels. Er ist wirklich außergewöhnlich schön, romantisch, sinnlich. Auch hier ist alles dunkel und mit viel Holz und schwarzem Leder ausgestattet. Es gibt Dampf- und Trockensauna, einen großen rechteckigen Whirlpool (mit Leuchtioden), Massagewasserbetten und Badewannen mit warmen Glasperlen gefüllt. Den Außen-Relaxbereich konnten wir jetzt im November nicht nutzen (toller Blick über die Skyline Mainhattans). Neben dem Wellness hat das Hotel einen Fitnessraum mit hochwertigen Geräten und ebenfalls einem schönen Blick auf die Stadt.
Reichlich Badetücher liegen bereit. Obst und isotonische Getränge gab's reichlich (inclusive).
Angebotene Zeitschriften wie Playboy oder Vogue konnte man allerdings wegen der Dunkelheit am Abend nicht lesen. Der Spa-Bereich konnte nur mit der Zimmerkarte betreten werden.
Natürlich wäre ei Swimmingpool optimal und wünschenswert, dafür fehlt leider der Platz.",6.0,,,Paar,Keine Kinder,1-3 Tage im November 2009,Stadt,56-60,101
236,Hotel Roomers,Christoph,5.3,"Das Roomers liegt in zentraler Stadtlage.Vom ca. 3 Gehminuten entfernten HBF ist man mit dem ÖPNV in wenigen Minuten am Flughafen, an der Messe,auf der Zeil zum Shoppen oder in Sachsenhausen zur gemütlichen Einkehr in einer Äppelwoikneipe. Das Museumsufer kann man gut zu Fuß erreichen und dabei an der Mainpromenande entlang flanieren.Das Hotel ist neu und besticht durch seine sehr aufwenige und trendige Gestaltung. Wir hatten eine Junior-Suite im dritten Stock. Das Zimmer ist nicht riesig verfügt aber als Highlight über eine frei im Raum stehende runde Badewanne. Alle öffentlichen Hoteleinrichtungen und auch die Zimmer sind in den Grundfarben schwarz und lila angelegt. Alles ist bis ins Detail durchgestylt. Das einzige was nicht so passen will sind die Handtücher die doch eher an ein Ibis erinnern. Die Bar war Abends sehr gut gefühlt und es wurden schmackhafte Cocktails von coolen Barkeepern gerreicht.Dazu legte ab ca. 23 Uhr ein DJ auf.Das Restaurant serviert aussergewöhnliche Speisen in aussergwöhnlicher Atmosphäre zu entsprechend aussergewöhnlichen Preisen. Das Frühstück war von guter Qualität und es gab eine grosse und qualitativ sehr gute Auswahl von eigentlich allem. Das Personal war jung und hübsch anzusehen und wir wurden überaus freundlich behandelt. Spannend ist das ""Valet Parking"" das man eigentlich in Deutschland nicht kennt. Da aber die Tiefgarage offensichtlich zu klein ausgefallen ist macht das hier durchaus Sinn auch wenn man sich erst an den Gedanken gewöhnen muss seinen Zündschlüssel herzugeben. Im sechsten Stock gibt es einen ebenfalls durchgestylten Wellnessbereich der u.a. über mit warmen Glasperlen gefühlte Badewannen verfügt. Ebenfalls im sechsten Stock ist eine weitere Bar mit tollem Ausblick auf die Skyline. Wir haben uns im Hotel sehr wohl gefühlt und dort eine angenehme und entspannte Zeit verbracht. Mehr trendiges Styling als im Roomers wird schwer zu finden sein. Wem das gefällt der wird sich gut aufgehoben fühlen.",,5.0,,5.3,,5.7,,5.3,,5.0,,5.5,Paar,Keine Kinder,1-3 Tage im Oktober 2009,Stadt,36-40,76
237,Hotel Roomers,Steffen,5.7,"Das Roomers ist als neues Haus der Designhotel Gruppe eine DER Top-Adressen in Frankfurt und einen Besuch wert.

Nicht nur das Hotel und die Zimmer selbst, sondern auch die öffentlichen Bereiche, der wunderbare Spa strahlen in Chrom und Schwarz als Leitfarben.

Gratulation an die Designer und den Bauherrn!

Exzellentes Design, edle Ausstattung, erstklassiges Personal!",,5.8,,5.0,,6.0,,5.5,,6.0,,6.0,Paar,Keine Kinder,1-3 Tage im September 2009,Stadt,41-45,28
238,Hotel Roomers,Gabriel,5.8,"Das Hotel ist sehr neu, aus diesem Grund haben wir ein Upgrade aus dem The Pure erhalten um zu ""schnuppern"".
Das Hotel ist an und für sich sehr groß, bereits von Außen eine Augenweide. Innen führt die super stylische Desgineraustattung vor. Die Terasse im Innenhof ist sehr groß und morgen sonnig schön. Die Zimmer sind angenehm groß und auf 5 Etagen verteilt.
In der 6. Etage befinden sich Tagungsräume, der Wellnessbereich (mit Fitness) und eine echt tolle BAr mit Blick auf ganz Mainhatten.
Es gibt zudem noch eine Bar im EG und ein modern ausgestattetes Restaurant in dem auch das Frühstück seviert wird.","Das Hotel befindet sich in wenigen Gehminuten vom Hauptbahnhof und Mainufer entfernt. Man kann das Zentrum auch bequem zu Fuss erreichen, oder die S- und U-Bahn nehmen. Diese benötigt ca. 3 Minuten (2 Haltestellen). Dort gibt es mehrere Einkaufsmöglichkeiten.",6.0,"Das Zimmer war wie gesagt überdurchschnittlich groß und in den Farben schwarz, anthrazit, grau und lila gehalten.
Sehr stylisch und modern! In jedem Fall NEU!
Manko bei der Einrichtung ist das der Staub natürlich auch bei einer gründlichen Reinigung absetzt.
Das BAd ist ebenfalls groß und mit einer schönen Regendusche ausgestattet.
Es ist für jeden BEreich verschiedene Lichteinstellungen möglich. Das Zimmer verfügt über eine Klimaanlage, LCD TV (integriert), Minibar, Safe und Telefon ausgestattet.",6.0,"Die Freundlichkeit des Personals war bereits bei unserem Eintreffen zu merken. An der Rezeption wurden wir sowohl aufmerksam bedient sowie uns ein Begrüßungsgetränk serviert. Das Auto wurde vom Chauffeur in die TG gefahren und eine kleine Einweisung in das HAus sowie Empfehlung (WEllnessbereich) ausgesprochen.
Beim Frühstück zog sich der sehr gute Service weiter. Wir wurden innerhalb weniger Sekunden nach unserem Eintreffen bedient. Uns wurden diverse Kaffeegetränke sowie Eierspeisen angeboten als auch sofort gebracht.
Die leeren Teller, Getränke und das Frühstücksbufett wurden immer schnell und rechtzeitig abgeräumt oder aufgefüllt.",6.0,"Wir haben ausschließlich das Frühstück genossen.
Wie erwähnt gibt es 2 weitere Bars.
Das Frühstücksbufett war mit hochweitigen Speisen bestückt (Fisch, Aufschnitt, frische Früchte + die zu erwartende Auswahl).
DAs Frühstück war im Preis inbegriffen, das Restaurant im Stil des ganzen Hauses (Schwarz) und sehr sauber geführt.",6.0,Leider konnten wir den Wllnessbereich nicht nutzen. Sah aber sehr einladend aus. Handtücher und Getränke wurden dort zusätzlich kostenlos zur Verfügung gestellt. Der BAdemantel und passende Badeschuhe befanden sich dafür auf dem Zimmer.,5.0,,,Paar,Keine Kinder,1-3 Tage im September 2009,Stadt,26-30,2
239,Hotel Roomers,Alex,4.9,"Ich verbringen sehr viele Nächte pro Jahr in Hotels der 4 und 5 Sterne Kategorie. Meine Gefühle nach dem Aufenthalt im Roomers waren ambivalent. Einerseits sehr stylisch, andereseits insbesondere für Geschäftsreisende deutliche Herausforderungen. Z.B. die dunkle einrichtung, lässt man da etwas liegen, wird der Gegenstand von der Einrichtung ""verschluckt"". Der Spiegel ist groß, aber leider so weit vom Gesicht entfernt, dass man nocht erkennen kann, ob man sich sauber rasiert oder nicht, Rasier- oder Schminkspiegel steht nicht zur Verfügung.
Alles ist betont sexy und stylisch (was für den der es mag ohne Zweifel gelungen ist). Allerdings sind die wirklich wohl noch dabei zu üben, wie ein Vorredner bereits vermerkte. An der Bar gibt es herrorragende Whiskeys, die dann allerdings auch sündhaft teuer sind.
Der Außenbereich der wirklich ""cool"" ist, muss wegen der Nachbarn um 22.00 geräumt werden.",,5.5,,5.0,,4.3,,5.3,,,,4.3,Alleinreisend,Keine Kinder,1-3 Tage im August 2009,Arbeit,36-40,4
240,Hotel Roomers,Christian,4.7,"Die Lages des Hotels ist sehr gut. Auch das Design sehr ansprechend. Leider haben sich ein paar Mängel offenbart, aber das ist in den ersten Monaten nach Eröffnung normal.
Sehr stark verbesserungsfähig ist das Frühstück - dies war auf keinen Fall 5 Sterne wert.

Weiter so!",,5.7,,4.7,,4.0,,4.0,,,,5.0,Paar,Keine Kinder,1-3 Tage im August 2009,Stadt,41-45,66
